FID,Contrato,Area_Km2,Nombre,Operador,Cuenca,Compañía de Servicios,Fecha de adquisición,XMIN,XMAX,YMIN,YMAX,SHAPE_AREA,SHAPE_LEN,Shape__Area,Shape__Length
83,GUARROJO,113.22077163,GUARROJO 3D-2009,HOCOL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.55697278,-71.45129275,4.24230447,4.38824959,0.00920487960606,0.464662902877,114390873.209473,51799.3725348767
84,MIDAS,33.33001981,MIDAS NORTE 3D-2008,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",VALLE MEDIO DEL MAGDALENA,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.57002094,-73.50901873,8.13482644,8.19944864,0.00273452771254,0.209412051269,34233550.234375,23436.1559258328
85,LA_ROMPIDA,114.87833876,LA ROMPIDA 3D-2010,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GEEKO ENERGY S A S,1/1/1900 12:00:00 AM,-74.0788529,-73.94243633,7.12050068,7.18946223,0.00940409154123,0.410696172853,117450383.78125,45838.9534300509
86,LLA-57,163.55249439,LLANOS57 3D-2011,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.50869763,-71.43492584,5.36829311,5.5510945,0.0133185829805,0.510940766284,165796493.398926,57062.8378298795
87,MAGDALENA_MEDIO,126.12166518,CRISTALINA 3D-2010,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.7855122,-73.6360458,7.44640663,7.58545657,0.0103320742874,0.415395235215,129145483.379883,46428.3266795826
88,RC-10,339.45240438,RC10 3D-2012 (C),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-72.85136445,-72.62805368,12.087925,12.22868528,0.0281785194481,0.724802025542,357200779.776367,81398.5933473938
89,GAITA,26.33516495,GAITA 3D-2008,PETROLEOS DEL NORTE,VALLE MEDIO DEL MAGDALENA,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.65232567,-73.59559553,7.82003816,7.89082853,0.00215906619816,0.19737198997,27008710.2734375,22095.5270503572
90,SAMAN,300.40838371,SAMAN 3D-2007,HOCOL S.A.,VALLE INFERIOR DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-75.10333334,-74.86028136,9.46250939,9.68275343,0.0247344255941,0.760847190058,310840521.449219,85352.7875968155
91,LLA-17,67.47688912,LLANOS17 N 3D-2010,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,KINETEX GEOSCIENCES INC SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-71.75427283,-71.69431939,5.67209711,5.76452374,0.00549931015231,0.303678575395,68488432.0361328,33907.9864101204
92,LLA-28,72.21531347,GABAN 3D-2006,HUPECOL OPERATING CO LLC,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.64291331,-71.50536051,4.48270306,4.60774746,0.00587361674323,0.37273330473,73015676.3688965,41551.795647577
93,CABRESTERO,83.27475132,CABRESTERO 3D-2009,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.77774156,-72.65822011,4.2935333,4.38317928,0.00678051102559,0.373353627014,84266610.753418,41618.7307126049
94,LAS_GARZAS,24.10089497,GARZAS NORTE 3D-2008,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-70.9006427,-70.83898471,4.88748688,4.94871308,0.00195887245617,0.177193701297,24364108.0939941,19761.3275796304
95,LLA-31,148.54095631,LLANOS31 3D-2010,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.95422771,-72.78772839,4.51380971,4.63098306,0.0120993788055,0.47784030464,150412816.304688,53251.8206437152
96,SIERRA_NEVADA,67.3211867,LA PINTA 3D-2010,PETROLIFERA PETROLEUM (COLOMBIA) LIMITED,VALLE INFERIOR DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-74.19134834,-74.1092712,9.67780419,9.7680542,0.00554685810191,0.344971768747,69739203.7851563,38694.9035358185
97,DOIMA,75.64739225,DOIMA 3D-2006,HOCOL S.A.,VALLE SUPERIOR DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-75.2588832,-75.16290784,3.83651013,3.96134888,0.00615713857673,0.370843975464,76476464.2338867,41334.9881845606
98,EL_TRIUNFO,101.78249928,EL TRIUNFO 3D-2008,UNION TEMPORAL EL TRIUNFO,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.50911186,-72.4474962,4.95144673,5.08723239,0.00829343023199,0.393632025619,103168074.093262,43935.2230894589
99,CUBIRO,159.42686128,CUBIRO 3D-2009 (C),FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SEISMIC & DRILLING SERVICES S.A.,1/1/1900 12:00:00 AM,-71.30558695,-71.16951119,5.0912472,5.22158284,0.0129714592313,0.499473537879,161396491.052734,55721.7955687272
100,TURPIAL_(E&P),89.42482569,TURPIAL NORTE 3D-2008,PETROLIFERA PETROLEUM (COLOMBIA) LIMITED,VALLE MEDIO DEL MAGDALENA,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-74.64852236,-74.53971312,5.87568933,5.9444044,0.00730212842495,0.353745765076,90971802.0415039,39459.8033377762
101,CORCEL,125.30357871,CORCEL SE 3D-2010,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.93387077,-72.77536478,4.3562302,4.48398395,0.0102042561717,0.601406573928,126825645.64209,67048.8054903795
102,CAMPOS_TELLO_Y_LA_JAGUA,77.88916917,TELLO 3D-92,ECOPETROL S.A.,VALLE SUPERIOR DEL MAGDALENA,HGS,1/1/1900 12:00:00 AM,-75.29999576,-75.20726967,2.91549358,3.01291975,0.00633334336798,0.323712811186,78588226.1308594,36060.4944742571
103,SABANERO,138.675735,SABANERO 3D-2009,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.33471393,-71.19027558,4.04073658,4.18018372,0.0112668527152,0.457231005718,139978968.873047,50964.6176827165
104,CANO_SUR,252.20476304,AVILA 3D-2012,ECOPETROL S.A.,LLANOS ORIENTALES,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-73.53463385,-73.28973206,3.59526794,3.76333376,0.0205277122832,0.597619534564,254905492.82959,66571.3324685718
105,VMM-02,76.66791979,VMM2 NORTE 3D-2010,CANACOL ENERGY COLOMBIA S.A.,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.74454045,-73.62897107,8.16798877,8.24821015,0.0062912445202,0.35462549509,78767763.9208984,39646.6386765838
106,UPIA_(CONVENIO),139.82498381,SANTG UPIA B N 3D-99,PETROBRAS COLOMBIA LIMITED,LLANOS ORIENTALES,GAPS LTD,1/1/1900 12:00:00 AM,-72.4000429,-72.26674489,4.6919861,4.84194812,0.0113869967702,0.466804953727,141595264.905029,52064.9744965836
107,GARCERO,63.94176494,PIRITO_PARAVARE_3D-2009,PERENCO OIL AND GAS COLOMBIA LIMITED,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.50072722,-71.40946999,5.00375071,5.13245857,0.00520365951718,0.350999429512,64736998.4453125,39166.7951245977
108,CARACARA,48.15711001,TOROSENTADO 3D-2007,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.90248643,-71.81092096,4.30512219,4.38775504,0.00391733419015,0.261920054583,48683790.0239258,29197.2577015668
109,TIBU,183.55303546,TIBU 3D-2008,ECOPETROL S.A.,CATATUMBO,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-72.8074044,-72.68154107,8.64779679,8.83610965,0.0150746374893,0.488222977871,189002025.629883,54767.0921648706
110,LLA-65,148.73925302,LLANOS65 3D-2013,HOCOL S.A.,LLANOS ORIENTALES,PETROSEISMIC SERVICES S A,1/1/1900 12:00:00 AM,-73.27702569,-73.14851074,3.50786152,3.62427611,0.0121037276692,0.522277031378,150279738.784912,58186.6046368865
111,LLA-25,250.29240436,LLANOS25 3D-2012,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,G2 SEISMIC LTD SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-72.86395727,-72.63383123,4.77981138,4.9475772,0.0203948677746,0.731130038757,253649647.718018,81534.7142984647
112,CRAVO_NORTE,145.21207997,CANO LIMON 3D-85,"OCCIDENTAL DE COLOMBIA, LLC",LLANOS ORIENTALES,GSI,1/1/1900 12:00:00 AM,-71.21456376,-71.02210423,6.88899155,6.98586561,0.0118504732432,0.5064850059,147934494.226074,56517.3989804809
113,LLA-34,248.83317226,LLANOS 34 OESTE 3D-2012,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.7959354,-72.60267855,4.3442629,4.51845769,0.0202647218298,0.597269223985,251875141.44873,66577.8764859074
114,LLA-19,159.26227069,LLANOS19 A 3D-2010,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.24510419,-72.07869409,5.17879307,5.31993592,0.0129767376594,0.570158878814,161482367.532715,63588.2219377809
115,MERECURE,380.01259385,MERECURE NORTE 3D-2009,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.11043762,-70.92420773,5.70051058,5.94626179,0.0309408272266,0.790635114542,385411236.108398,88273.7553534499
116,PAJARO_PINTO,121.75525146,PAJAROPINTO 3D-2007,GRUPO C&C ENERGIA (BARBADOS) SUCURSAL COLOMBIA,LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-72.36155251,-72.20608971,4.61266612,4.73802388,0.00991401697115,0.457692743007,123262954.009766,51028.7652162939
117,CORCEL,123.33761224,CORCEL 3D-2008,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.91134811,-72.76002047,4.39809919,4.54192137,0.0100450101929,0.475272714391,124857936.598389,52988.780880586
118,LA_PALOMA,53.83830961,LA PALOMA 3D-2008,UNION TEMPORAL PETROCARIBE,VALLE MEDIO DEL MAGDALENA,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.75954689,-73.65971556,7.65456474,7.74586711,0.00441243175131,0.274645008301,55176520.8266602,30700.6177853133
119,PUT-7,58.37605964,NORTH WEST 3D-2017,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,SAEXPLORATION INC,1/1/1900 12:00:00 AM,-76.74776713,-76.6835918,0.36950676,0.47443489,0.00473251807933,0.312184859026,58647074.3969116,34752.8463161196
120,CPE-06_(E&P),369.80976758,CPE6 3D-2012,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-72.3149021,-72.04422681,3.32935875,3.4998665,0.0300630701171,0.717489237064,373209182.421875,79926.0052019202
121,LLA-57,54.03692026,SAN PABLO 3D-2008,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-71.47987708,-71.41432935,5.53780995,5.61984697,0.00440107767316,0.291113938675,54797826.5009766,32493.0241920832
122,LAS_GARZAS,230.69299217,LAS GARZAS 3D-2006,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.13611011,-70.85901811,4.75558406,4.93254906,0.018753110335,0.729313675114,233221829.132324,81304.6518651058
123,CUBIRO,49.32741136,CUBIRO NE 3D-2010,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SEISMIC & DRILLING SERVICES S.A.,1/1/1900 12:00:00 AM,-71.31450562,-71.22426048,5.24540263,5.33397864,0.00401442896051,0.292535614407,49959724.7119141,32625.3241846336
124,CARACARA,147.30929137,CARACARA 3D-2003,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-72.10363951,-71.95307708,4.12938721,4.31569738,0.011983932895,0.523949581827,148910044.348633,58417.593959083
125,VMM-32,312.01978397,VMM32 3D-2013,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-74.70752942,-74.49856736,5.29827924,5.57925056,0.025458940801,0.768351325207,316917308.189453,85772.7755982335
126,MORICHE,85.28227692,MORICHE 3D-2007,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-72.06628846,-71.98390432,4.86565018,5.0094079,0.00694451461684,0.382440583454,86377467.6320801,42679.9672807206
127,JAGUAR,124.84591885,JOROPO 3D-2008,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.25707772,-71.0485688,6.08268082,6.23373855,0.0101724083127,0.664183868909,126786294.063965,74200.498531323
128,SALTARIN,239.82870456,SALTARIN 3D-2010,HOCOL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-70.77646696,-70.60818341,4.45644509,4.6640204,0.0194759606212,0.576127177551,242113253.32373,64254.1690889417
129,CANO_SUR,499.83411132,CANO SUR ESTE 3D-2011,ECOPETROL S.A.,LLANOS ORIENTALES,SGI  LTDA,1/1/1900 12:00:00 AM,-71.83331688,-71.66275915,3.67991409,3.98001319,0.0406266182539,0.899212655909,504558152.610596,100245.182523599
130,HOBO,28.82868072,YAGUARA 3D-96,PETROBRAS COLOMBIA LIMITED,VALLE SUPERIOR DEL MAGDALENA,GAPS LTD,1/1/1900 12:00:00 AM,-75.55679197,-75.49186413,2.57817536,2.64930068,0.00234294268045,0.207215159293,29064138.0593262,23080.1137203843
131,LLA-61,169.60478638,LLANOS61 3D-2011,SUELOPETROL LLA 61 INC SUCURSAL COLOMBIA,LLANOS ORIENTALES,SUELOPETROL LLA 61 INC SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-70.59288218,-70.51982581,5.68435093,5.90890139,0.013795972652,0.560744429729,171841217.796387,62668.8397665022
132,CRAVO_NORTE,323.34305948,CRAVO NORTE 3D-86,"OCCIDENTAL DE COLOMBIA, LLC",LLANOS ORIENTALES,WESTERN,1/1/1900 12:00:00 AM,-71.45127621,-71.16067481,6.88829567,7.03690131,0.0263999647193,0.801546476784,329576172.068359,89427.9191728563
133,NASHIRA,84.96475022,NASHIRA 3D-2006,SOGOMI ENERGY S A,LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-71.63247811,-71.49597311,4.74115406,4.86788006,0.006913363089,0.378521278702,85971621.2270508,42205.9394660169
134,CERRERO,221.344257,CERRERO 3D-2010,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.10855408,-72.92121814,4.33187263,4.48109074,0.0180273986336,0.660551005884,224054265.23877,73640.2141484324
135,LLA-23,70.94252823,LLANOS23 SUR 3D-2011,CANACOL ENERGY COLOMBIA S.A.,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-71.98824417,-71.90310967,5.05815054,5.17360204,0.00577794245277,0.323420221317,71886299.9731445,36094.3279462955
136,CABIONA,81.53317611,CABIONA SW EXT 3D-2010,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.36569109,-71.25636801,4.54669219,4.6704471,0.00662923672514,0.365999962372,82416141.060791,40804.9080314469
137,NASHIRA,214.87764946,NASHIRA SUR-NORTE 3D-2010 MERGE,SOGOMI ENERGY S A,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-71.71946646,-71.45282447,4.66218599,4.89340988,0.017483429267,0.763520958832,217412059.772217,85127.6847071215
138,RUBIALES,255.35679418,RUBIALES 3D-2008,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.54364149,-71.35309241,3.72501673,3.88914131,0.0207464320683,0.714671677412,257658689.428711,79637.7550565814
139,CABIONA,137.56709714,CABIONA 3D-2005,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.29859594,-71.10586402,4.60807906,4.77649749,0.0111854867805,0.543991380424,139074039.676514,60650.3592435106
140,PALAGUA,85.71807451,PALAGUA CAIPAL 3D-2012,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-74.56745691,-74.47091265,6.05532069,6.17535833,0.00700207421287,0.367411383578,87265602.2270508,41026.4821993253
141,NASHIRA,71.09988934,NASHIRA SUR 3D-2010,SOGOMI ENERGY S A,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-71.71868673,-71.59781186,4.66285805,4.7883534,0.00578508153363,0.378224364186,71933337.2021484,42170.6139970032
142,CHIGUIRO_ESTE,85.20031573,CHIGUIRO ESTE 3D-2010,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-72.7101564,-72.63244951,3.46177819,3.55133662,0.00693017701775,0.333633635651,86040046.5148926,37177.2807496597
143,FUERTE_NORTE,1032.93158029,FUERTE NORTE 3D-2007,ANADARKO COLOMBIA COMPANY SUCURSAL COLOMBIA,SINU OFFSHORE,PGS OFFSHORE,1/1/1900 12:00:00 AM,-76.50552902,-76.02785062,10.21155071,10.55160725,0.0851588569306,1.25575962618,1072882071.05566,140642.936490513
144,PLATANILLO,51.2230778,PLATANILLO NORTE 3D-2014,AMERISUR EXPLORACION COLOMBIA LIMITADA,CAGUAN-PUTUMAYO,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-76.31692288,-76.24523656,0.60273666,0.6607543,0.00415546084184,0.259297857401,51497723.9266968,28865.6908066892
145,LA_ROMPIDA,96.5608789,LA ROMPIDA 3D-85,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,WESTERN,1/1/1900 12:00:00 AM,-74.03012589,-73.93281739,7.10481354,7.22730757,0.00790477012275,0.362129928617,98727300.4003906,40497.5069818957
146,SIERRA_NEVADA,274.95560103,BRILLANTE 3D-2011,PETROLIFERA PETROLEUM (COLOMBIA) LIMITED,VALLE INFERIOR DEL MAGDALENA,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-74.01644327,-73.89099115,9.60715322,9.79338032,0.0226528824366,0.623924916363,284787084.665039,70049.4293776197
147,OROPENDOLA,186.59686644,PAJUIL 3D-2008,PERENCO OIL AND GAS COLOMBIA LIMITED,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.3483675,-71.170166,4.96084726,5.08183067,0.0151795459564,0.594426205369,188831284.888428,66252.1698984882
148,CRAVOVIEJO,195.03442239,CRAVO VIEJO 3D-2006,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-71.96192722,-71.80903,4.81902806,5.02259194,0.0158786111481,0.720510268432,197499551.897217,80372.4007310966
149,LLA-33,118.32180949,LLANOS 33 3D-2013,BC EXPLORACION Y PRODUCCION DE HIDROCARBUROS S L SUCURSAL COLOMBIA,LLANOS ORIENTALES,ENAGEO SAS,1/1/1900 12:00:00 AM,-73.67372671,-73.58253356,3.54191345,3.66800667,0.00963049800294,0.432187745996,119577012.374023,48166.3080424063
150,PUT-02,79.95297484,CANELO 3D-2011,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,SATELITE SISMICA & SERVICIOS LTDA,1/1/1900 12:00:00 AM,-76.32319087,-76.23992535,0.82972902,0.93839091,0.00648653041591,0.391415374039,80390688.1184082,43575.041065962
151,CUBIRO,19.56705778,CUBIRO SW 3D-2010,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SEISMIC & DRILLING SERVICES S.A.,1/1/1900 12:00:00 AM,-71.41932481,-71.3642115,5.22250085,5.25389073,0.00159263768353,0.1671578717,19818780.5043945,18635.4411006288
152,MANA,104.96183445,MANA 3D-2006,MERCANTILE COLOMBIA OIL & GAS,VALLE MEDIO DEL MAGDALENA,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-74.90122411,-74.80463511,4.54103306,4.64574606,0.0085522942385,0.376757334077,106321786.570557,42014.1008250245
153,EL_REMANSO,44.73912274,EL_REMANSO_3D-2010,COMTROL COLOMBIA S A,VALLE MEDIO DEL MAGDALENA,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-74.6871004,-74.60358656,5.98462461,6.10099368,0.00365398126717,0.314457923458,45533481.0419922,35123.317093852
154,QUIFA,4.67218409,MSS 4D-2012,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,G2 SEISMIC LTD SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-71.64840148,-71.62893541,3.76261395,3.78214401,0.000379684177707,0.077942050187,4715273.95263672,8685.90486725721
155,CPO-09,70.6774059,GUAMAL 3D-2009,TALISMAN COLOMBIA OIL & GAS LTD,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-73.84392653,-73.74418464,3.79600724,3.89893729,0.00575439791033,0.345626106442,71469986.4206543,38515.8905384486
156,ESPINAL,103.77175002,MATACHINES 3D-2000,PETROBRAS COLOMBIA LIMITED,VALLE SUPERIOR DEL MAGDALENA,GAPS LTD,1/1/1900 12:00:00 AM,-74.90848259,-74.79445784,3.7954668,3.90784023,0.00844750558266,0.34805766198,104918785.156738,38789.5417479241
157,ORITO,50.34869182,ORITO 3D-2001,ECOPETROL S.A.,CAGUAN-PUTUMAYO,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-76.93504773,-76.8361915,0.67147822,0.75171974,0.00408080434512,0.267802021711,50573368.545166,29812.5226909703
158,OPON,55.53007148,OPON 3D-2010,OPON DEVELOPMENT COMPANY,VALLE MEDIO DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-73.90446961,-73.82878503,6.35450043,6.46821997,0.00453877860864,0.310376801283,56598703.7163086,34676.3071746955
159,TAYRONA,1804.45592697,JARARA 3D-2011,PETROBRAS COLOMBIA LIMITED,GUAJIRA OFFSHORE,CGG VERITAS SERVICES S.A.,1/1/1900 12:00:00 AM,-71.89676417,-71.43184878,12.58725106,12.93976099,0.1499386876,1.53408827957,1905193996.4082,172593.996609696
160,VMM-04,210.7846868,VMM4 3D-2012,LOH ENERGY SUCURSAL COLOMBIA,VALLE MEDIO DEL MAGDALENA,ARKION ENERGY SAS,1/1/1900 12:00:00 AM,-73.55481344,-73.39816145,7.7604806,7.93532882,0.0172792018527,0.627552422486,216136804.348145,70200.1001780532
161,CUBIRO,31.93736148,CUBIRO 3D-2009 (A),FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SEISMIC & DRILLING SERVICES S.A.,1/1/1900 12:00:00 AM,-71.41858046,-71.36217693,5.24510412,5.29456728,0.00259963058269,0.203967343015,32351435.8725586,22750.4062511867
162,CASANARE,117.23098662,CRAVO SUR Y CRAVO ESTE 3D-2009,ECOPETROL S.A.,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.98461951,-71.878147,5.17888332,5.30267224,0.00954948137165,0.396814446048,118833542.300781,44275.996539961
163,SANTA_ISABEL,30.61803858,SANTA ISABEL NORTE 3D-2011,CANACOL ENERGY COLOMBIA S.A.,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.74462793,-73.68314722,8.1773815,8.23704945,0.002512421932,0.217625262488,31456001.9057617,24355.4688147386
164,CARACARA,79.25617124,MANACACIAS 3D-2007,HUPECOL OPERATING CO LLC,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.08454273,-71.97983818,4.00934592,4.12930385,0.00644643172689,0.463544682358,80086040.4257813,51658.2676581438
165,GARIBAY,112.74695109,GARIBAY 3D-2009,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.54528055,-72.38848615,4.48119505,4.56345114,0.00917992669856,0.523726360365,114113155.233398,58391.6506779173
166,COSECHA,364.06076156,COSECHA CARICARE 3D-2007,"OCCIDENTAL DE COLOMBIA, LLC",LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-71.42016837,-71.12521291,6.68831051,6.90833914,0.0297100326082,0.893955134565,370776594.586914,99803.5961736097
167,LLA-69,75.54748636,LLANOS69 3D-2015,MANSAROVAR ENERGY COLOMBIA LTD,LLANOS ORIENTALES,SINOPEC INTERNATIONAL PETROLEUM SERVICE CORPORATION COLOMBIA BRANCH,1/1/1900 12:00:00 AM,-73.52581958,-73.43685867,4.25004181,4.36136587,0.00615368422664,0.398107011058,76471467.1467285,44381.7449667968
