FID,Contrato,Area_Km2,Nombre,Operador,Cuenca,Compañía de Servicios,Fecha de adquisición,XMIN,XMAX,YMIN,YMAX,SHAPE_AREA,SHAPE_LEN,Shape__Area,Shape__Length
168,BOSQUES,59.39556837,BOSQUES 3D-2009,MAXIM WELL SERVICES LTDA,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.78359391,-73.67267361,7.29179574,7.37265138,0.00486378008822,0.344335907469,60768602.2246094,38486.3277473061
169,ESPERANZA,42.51727665,ESPERANZA 3D-2007,GEOPRODUCTION OIL AND GAS COMPANY LLC,VALLE INFERIOR DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-75.41553246,-75.34271763,8.60915494,8.67731218,0.00349099415986,0.311651593836,43757173.5478516,34866.0955188791
170,RECETOR,116.80252499,LIRIA 3D-2001,BP EXPLORATION COMPANY,CORDILLERA ORIENTAL,GAPS LTD,1/1/1900 12:00:00 AM,-72.60257845,-72.49093919,5.26507241,5.39881454,0.00952248526832,0.379144474805,118515913.8125,42309.8387602046
171,PORTOFINO,46.07491838,PORTOFINO 3D-2012,CANACOL ENERGY COLOMBIA S.A.,CAGUAN-PUTUMAYO,XILOPALOS SAS,1/1/1900 12:00:00 AM,-75.14474854,-75.0649044,1.57579494,1.67399562,0.00374342206307,0.287959477198,46407202.206543,32062.4279385918
172,MAGDALENA_MEDIO,111.01355059,CASABE PENASBLANCAS 3D-2008,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-74.00358207,-73.88053172,6.93609157,7.09094,0.00908486669036,0.423293662817,113428969.063965,47334.9119755704
173,MAGDALENA_MEDIO,22.6102618,TENERIFE 3D-3C-2009,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-73.8516374,-73.80132702,6.86952552,6.92169085,0.00184986913484,0.195076901507,23090646.3608398,21790.1082165542
174,LLA-42,217.5107117,LLANOS42 3D-2014,TELPICO COLOMBIA LLC,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-70.7317871,-70.51040198,6.95785079,7.08848466,0.0177366594402,0.725364734949,221455568.111328,81024.9984854677
175,DE_MARES,34.61799242,SAN LUIS 3D-2010,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.63897873,-73.5790227,6.73537929,6.81330174,0.00283144809095,0.222205688288,35334088.9677734,24840.906241427
176,LA_CUERVA,136.28153019,LA CRECIENTE 3D-2007,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",VALLE INFERIOR DEL MAGDALENA,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-75.14990043,-75.01884928,9.31278941,9.46648471,0.0112143974975,0.458890635272,140856374.435547,51415.0476394654
177,LAS_MONAS,149.95400875,LAS MONAS 3D-2004,PETROSANTANDER (COLOMBIA) INC.,VALLE MEDIO DEL MAGDALENA,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-73.56705298,-73.4435562,7.19260246,7.36772795,0.0122774301879,0.481660035437,153378466.462891,53903.5857307703
178,SSJN-05,511.80640586,CHIMICUICA 3D-2010,SK INNOVATION CO LTD,VALLE INFERIOR DEL MAGDALENA,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-74.70929498,-74.40212467,9.44791128,9.70891788,0.0421432452163,0.852690320254,529618635.688965,95562.0651498703
179,JOROPO,22.72120099,ESTEROS 3D-2008,SOLANA PETROLEUM EXPLORATION COLOMBIA LIMITED,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-71.40597022,-71.36483857,5.84969018,5.89524593,0.00185129067985,0.172409749517,23062281.4233398,19245.8234642161
180,LLA-47,541.29850116,LLANOS 47 3D-2013,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.51301067,-71.10358112,4.70041204,4.9848253,0.044026212676,1.53184035996,547538123.150146,170847.438151179
181,PUT-05,65.44471529,RIO PESCADO 3D-2007,CONSORCIO OPTIMA RANGE,CAGUAN-PUTUMAYO,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-75.94927381,-75.84614983,1.27201387,1.40050518,0.00531278797208,0.373690083751,65854151.5854492,41604.5777676604
182,AREA_SUR,208.4894595,ACAE 3D-99,ECOPETROL S.A.,CAGUAN-PUTUMAYO,2000_GSS_VOL,1/1/1900 12:00:00 AM,-76.94669606,-76.85205712,0.25535169,0.53053127,0.0168966919199,0.671573427777,209389408.140442,74760.652747279
183,TEMP-BONANZA,42.7807856,BONANZA 3D-2008,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-73.43260714,-73.37534792,7.44620114,7.50788847,0.00350408107294,0.236934662618,43795062.5810547,26492.6072600664
184,PUNTERO,270.42524502,PUNTERO 3D-2008,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.21686154,-72.0584473,4.43819296,4.64601896,0.0220117515459,0.717369326674,273630301.253174,80008.9008504046
185,CPO-03,152.49605214,CPO3 3D-2011,UNION TEMPORAL PLUSPETROL RESOURCES CORPORATION Y KOREA NATIONAL OIL CORPORATION,LLANOS ORIENTALES,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-71.31178346,-71.1009961,4.4888797,4.59959343,0.012395605691,0.542923266863,154089815.569824,60504.6110796957
186,MARIA_CONCHITA,120.71471692,MARIA CONCHITA 3D-2010,TURKISH PETROLEUM INTERNATIONAL COMPANY LIMITED SUCURSAL COLOMBIA,GUAJIRA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-72.82753591,-72.73134272,11.37517999,11.48002418,0.00999509796334,0.400280524102,126364634.980469,45029.2249657705
187,PALERMO_(ASOCIACION),82.45231313,SAN FRANCISCO 3D-91,ECOPETROL S.A.,VALLE SUPERIOR DEL MAGDALENA,HGS,1/1/1900 12:00:00 AM,-75.43112863,-75.34487705,2.99230394,3.12134512,0.00670427767981,0.338326858682,83197967.4689941,37696.2328095051
188,COL-06,13027.9470738,ESMERALDA 3D-2016,ANADARKO COLOMBIA COMPANY SUCURSAL COLOMBIA,COLOMBIA,CGG VERITAS SERVICES S.A.,1/1/1900 12:00:00 AM,-74.5626446,-73.00016034,12.99935173,13.75584072,1.08667136569,4.6315113952,13840718009.6523,520263.767942708
189,GARIBAY,21.08978553,POMARROSO TINJE 3D-2007,SOLANA PETROLEUM EXPLORATION COLOMBIA LIMITED,LLANOS ORIENTALES,SISMOPETROL S.A,1/1/1900 12:00:00 AM,-72.44767528,-72.40575001,4.55249674,4.59460235,0.00171725113295,0.162581979655,21348214.003418,18127.6161042952
190,CPO-01,76.16993015,CPO1 3D-2011,META PETROLEUM CORP,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-71.67541517,-71.54699415,4.53946555,4.64676133,0.00619601710651,0.342216343394,77028613.0700684,38146.3140513536
191,CHIGUIRO_ESTE,79.42237541,CHIGUIRO ESTE 3D-2012,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-72.84614113,-72.74890473,3.49433941,3.58404354,0.00646112546515,0.373478133029,80219768.9838867,41613.5029483982
192,PALERMO_(ASOCIACION),181.53625937,BALCON 3D-89,ECOPETROL S.A.,VALLE SUPERIOR DEL MAGDALENA,GEOSOURCE,1/1/1900 12:00:00 AM,-75.38510489,-75.2380659,3.09800548,3.28404496,0.0147637275505,0.517361098612,183235830.547852,57640.6617922776
193,CARBONERA,47.93622954,CARBONERA 3D-2011,WELL LOGGING SAS,CATATUMBO,SEISMIC & DRILLING SERVICES S.A.,1/1/1900 12:00:00 AM,-72.77999261,-72.72595986,8.16586697,8.23911875,0.00393151174101,0.253514826365,49222954.9975586,28389.057300707
194,GUAYUYACO,35.19866831,JUANAMBU 3D-2005,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-76.58318271,-76.50660222,0.95780806,1.01213636,0.00285464778532,0.242011885328,35380105.8280029,26942.5642625766
195,RC-04_RC-05,3319.20743862,MAGDALENA 3D-2008,BRITISH PETROLEUM COMPANY,SINU OFFSHORE,CGG VERITAS SERVICES S.A.,1/1/1900 12:00:00 AM,-76.14539206,-75.24205333,10.34629604,11.171614,0.274152445469,2.45039061375,3458110872.04883,275008.089501564
196,ESTERO,101.46247668,CHAPARRITO LAS ABEJAS 3D-2011,PERENCO OIL AND GAS COLOMBIA LIMITED,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.23903392,-71.13108864,5.50582723,5.61366862,0.00825979351558,0.363533925499,102839401.015625,40563.9886383558
197,LLA-29,196.39328975,LLANOS29 3D-2010,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-71.56131197,-71.36702679,4.76499642,5.06678569,0.015978381914,1.15792188015,198727117.780762,129157.063171199
198,LLA-32,158.24068327,LLANOS 32 SW 3D-2012,VERANO ENERGY DELTA CORP SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.75383058,-72.55851188,4.44793405,4.58913347,0.0128866094486,0.572096324145,160188685.213623,63771.6476839327
199,MUISCA_(E&P),242.68166002,MUISCA NORTE 3D-2012,HOCOL S.A.,CORDILLERA ORIENTAL,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-73.09419366,-72.93203616,5.5030711,5.70572796,0.0198008363592,0.713545707127,246550378.785645,79645.9580973624
200,GUA_OFF-1,2682.51765873,GUAJIRA OFF1 3D-2014,REPSOL EXPLORACION COLOMBIA S.A.,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-72.91064948,-71.97916807,12.54111192,13.24069476,0.223178750917,2.5190965991,2837446435.33984,282906.008332512
201,PUT-08,92.42174791,PUT8 3D-2012,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S,CAGUAN-PUTUMAYO,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-76.34265019,-76.29772832,0.4324456,0.60067838,0.00749701117559,0.430820818946,92906997.8313904,47960.3146221675
202,VIM-08,235.15993637,VIM8 3D-2013,HOCOL S.A.,VALLE INFERIOR DEL MAGDALENA,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-75.50065132,-75.3871497,8.31749303,8.51964126,0.0192964551097,0.630099526772,241726636.279785,70631.6535409028
203,ALTAIR,296.94951835,ALTAIR 3D-2009,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,LLANOS ORIENTALES, ,1/1/1900 12:00:00 AM,-71.44724841,-71.1902014,5.046395,5.19531616,0.024164031903,0.810326191735,300630902.258301,90337.6046330182
204,CEBUCAN,381.67308737,CEBUCAN 3D-2008,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-72.68584724,-72.48510232,4.64617506,4.90581201,0.0310911002582,0.803506337901,386625310.901611,89604.3782722454
205,PUT-04,101.56640858,PUT4 3D-2018,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,BGP INC SUCURSAL NUEVA GRANADA,8/20/2019 12:00:00 AM,-76.8224,-76.6983,0.5409,0.68456,0.00823363489041,0.461270460007,102037575.056152,51350.0065892479
206,PUT-25,53.97289188,PUT25 3D-2018,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,BGP INC SUCURSAL NUEVA GRANADA,9/26/2019 12:00:00 AM,-76.8414,-76.7752,0.5626,0.6981,0.0043749804077,0.327172026282,54218128.3108826,36422.2768647401
207,RIO_ARIARI,396.25225588,RIO ARIARI 3D-2011,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.76255478,-73.57137282,2.95788225,3.15232361,0.0322349071731,0.976441211528,400026531.133057,108776.392948235
208,LLA-27,113.00399778,LLANOS27 NW 3D-2010,SANTA MARIA PETROLEUM INC SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.31182587,-72.16997158,4.72828065,4.87762778,0.00920273872635,0.488338933264,114441959.190186,54469.6653804141
209,MAPACHE,94.12454368,MAPACHE 3D-2009,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.55376266,-71.47290156,5.04259824,5.23575657,0.00766151830799,0.486751626686,95325205.8710938,54337.8188229103
210,LLA-27,104.87692333,LLANOS27 3D-2010,SANTA MARIA PETROLEUM INC SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.21250714,-72.09096148,4.69487382,4.82512002,0.0085393491648,0.404440841003,106186379.847656,45101.7077579845
211,LLA-30,190.468591,LLANOS 30 3D-2010,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GEOESPECTRO,3/5/2010 12:00:00 AM,-71.245266,-71.078462,4.920295,5.141048,0.0155318413771,0.647351721718,193213278.390625,72222.456784185
212,CABIONA,39.15401868,CABIONA NE EXT 3D-2010,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.16539824,-71.07598229,4.68200477,4.77172629,0.00318291277335,0.258279970925,39577457.0224609,28799.8404472292
213,RIO_ARIARI,29.09061816,RIO ARIARI 3D-2009,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.6874287,-73.63462207,2.9802048,3.03288648,0.00236639261852,0.256921619286,29364827.5441895,28620.1235075696
214,CANO_LOS_TOTUMOS,47.97635719,CANO LOS TOTUMOS 3D-2013,ADVANTAGE ENERGY SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-71.41184429,-71.31664986,5.90295218,5.99656981,0.00390947156193,0.302878700879,48708239.3393555,33809.6875329515
215,CPO-07,109.68899888,ATARRAYA 3D-2014,UNION TEMPORAL PLUSPETROL - KNOC,LLANOS ORIENTALES,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-71.87491104,-71.7056032,4.18380506,4.30562578,0.00892044753319,0.426704523725,110846498.177002,47546.8106960951
216,COL-05,5468.21341566,FUERTE 3D-2013,ANADARKO COLOMBIA COMPANY SUCURSAL COLOMBIA,COLOMBIA,CGG VERITAS SERVICES S.A.,2/1/2015 12:00:00 AM,-77.10477879,-76.40300814,8.89148629,10.29325924,0.449428461926,3.48452192685,5648632725.33154,392018.86255367
217,ESPERANZA,106.47351778,ESPERANZA 3D-2009,GEOPRODUCTION OIL AND GAS COMPANY LLC,VALLE INFERIOR DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-75.44350945,-75.33097935,8.51766223,8.61387284,0.00874040069365,0.416697312527,109534920.234863,46627.5217896504
218,GUATIQUIA,36.18122973,GUATIQUIA 3D-2008,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-73.01056469,-72.9234573,4.29169294,4.3737497,0.00294650033165,0.286061781941,36617661.8359375,31891.5849425699
219,LLA-62,112.97205073,LLANOS62 3D-2012,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-70.76348247,-70.66151091,5.51777338,5.67376445,0.00918921367239,0.407166062799,114417703.572266,45460.3639431112
220,MAGDALENA_MEDIO,76.44267207,MUGROSA 3D-2010,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.75209806,-73.67503608,6.65332187,6.73481086,0.00625151022563,0.316404942375,78000654.6630859,35346.4831135124
221,AREA_OCCIDENTAL,163.67689455,SUCUMBIOS 3D-2008,ECOPETROL S.A.,CAGUAN-PUTUMAYO,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-77.1479091,-76.99682977,0.48039681,0.63380687,0.0132613164879,0.462915891423,164342126.947632,51532.8770445704
222,SURIMENA,87.93629697,SURIMENA EXT 3D-2006,HUPECOL OPERATING CO LLC,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.88084994,-71.72483691,4.67702453,4.80463427,0.00715657130506,0.425457478566,88988736.1081543,47436.4269840164
223,CASANARE,33.11247207,CRAVO SUR 3D-2011,ECOPETROL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-72.01406752,-71.96568335,5.19117919,5.26514511,0.00269744686368,0.21630799034,33566487.5991211,24143.0516573803
224,ORITO_LAS_AGUILAS,50.99368415,ORITO LAS AGUILAS 3D-2011,ECOPETROL S.A.,CAGUAN-PUTUMAYO,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-76.90806765,-76.84684459,0.55749776,0.70645568,0.00413306006476,0.461624629184,51220093.9967957,51389.4242367741
225,LA_CUERVA,106.08981478,CUERVA 3D-2008,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-70.73588946,-70.58860372,5.57566586,5.7167039,0.00862879913712,0.444386460272,107451425.232422,49599.5435738118
226,RC-11,1412.71511105,CARPINTERO 3D-2008,ECOPETROL S.A.,GUAJIRA OFFSHORE,CGCVERITAS GROUP,12/1/2008 12:00:00 AM,-72.66748,-72.22746,12.05159,12.49944,0.117337720794,1.46691806926,1488175879.0918,165085.470958435
227,RC-10,463.67540645,RC10 3D-2012 (B),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-73.16265211,-72.93205211,12.08234763,12.29414242,0.0385031847415,0.937743667659,488126383.723633,105473.576106169
228,LLA-58,319.02212607,LLANOS58 3D-2011,HUPECOL OPERATING CO LLC,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.75274916,-72.57592222,3.72419415,3.92773682,0.0259578942665,0.728544702536,322387276.413086,81201.5020474921
229,GUACHIRIA_SUR,115.06430968,PALMITAS 3D-2009,LEWIS ENERGY COLOMBIA INC,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-71.39685283,-71.2746881,5.3562362,5.44658275,0.00936708448383,0.412531125574,116593952.178711,46010.4431745124
230,TIBU,101.94789157,SARDINATA 3D-2006,ECOPETROL S.A.,CATATUMBO,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-72.69411041,-72.62588253,8.41862129,8.5426412,0.00836638193489,0.382679720973,104822620.493652,42904.2682487657
231,SAN_LUIS,40.39872271,MONTANUELO 3D-2009,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S,VALLE SUPERIOR DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-75.17853842,-75.10205982,4.03243671,4.11885221,0.00328902489072,0.234589380357,40860889.8962402,26151.0365119466
232,JAGUEYES_3432-A-B,331.49161615,JAGUEYES 3D-2009,COLUMBUS ENERGY SUCURSAL COLOMBIA,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.24871137,-71.00850817,5.84564169,5.98490557,0.0269998878638,0.75123748433,336376484.80957,83791.8554482629
233,OROPENDOLA,41.30678018,OROPENDOLA W 3D-2006,PERENCO OIL AND GAS COLOMBIA LIMITED,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-71.41960311,-71.34202711,4.99240306,5.06985206,0.003361061609,0.240669756431,41811558.2207031,26845.97500074
234,TIBU,26.05236437,PETROLEA SOMERO 3D-2008,ECOPETROL S.A.,CATATUMBO,GLOBAL GEOPHYSICAL SERVICES,10/21/2008 12:00:00 AM,0,0,0,0,0.00213784623778,0.205902598714,26785130.0478516,23116.4234898793
235,LA_CUERVA,44.62942352,LA CUERVA SOUTH EAST 3D-2010,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-70.69189535,-70.60697865,5.5779356,5.66686135,0.00362975049537,0.261293490248,45197480.394043,29165.6789397964
236,LLA-14,400.4536562,LLANOS14 3D-2011,ECOPETROL S.A.,LLANOS ORIENTALES,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-71.75004205,-71.6105749,5.75047229,6.00020662,0.0326430927384,0.776701914056,406653927.933594,86755.418124114
237,JOROPO,42.47677355,OJO DE TIGRE 3D-2001,GREEN POWER SUCURSAL COLOMBIA,LLANOS ORIENTALES,GAPS LTD,1/1/1900 12:00:00 AM,-71.27351219,-71.20596914,6.03536523,6.12171343,0.00346141653822,0.243934279975,43136348.8173828,27246.465880623
238,EL_DIFICIL,109.68228866,EL DIFICIL 3D-2017,PETROLEOS SUDAMERICANOS SUCURSAL COLOMBIA,VALLE INFERIOR DEL MAGDALENA,GT SERVICES SUCURSAL COLOMBIA,2/15/2018 12:00:00 AM,0,0,0,0,0.00904200760796,0.507049717736,113745417.328125,56867.7161898469
239,PALAGUA,37.3630071,CAIPAL 3D-97,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GAPS LTD,1/1/1900 12:00:00 AM,-74.52092901,-74.44360453,6.09208867,6.16848455,0.0030522440652,0.221080557814,38041032.4267578,24680.6055206818
240,P.P_VELASQUEZ,34.49565849,VELASQUEZ 3D-2004,OMIMEX,VALLE MEDIO DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-74.52340556,-74.46481128,5.98611011,6.0629596,0.00281745760518,0.219039311942,35107911.9326172,24465.0795187673
241,CPO-09,195.58706938,AKACIAS CPO9 3D-2012,TALISMAN COLOMBIA OIL & GAS LTD,LLANOS ORIENTALES,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-73.8672859,-73.58767593,3.83663433,4.0005416,0.0159259240344,0.783021318008,197819432.593018,87245.0361208085
242,CUBARRAL,105.80766453,CHICHIMENE 3D-2004,ECOPETROL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-73.76694925,-73.62677527,3.8581862,3.99756272,0.00861547632973,0.39823945034,107013936.89502,44383.6932887802
243,HUILA_NORTE,206.75001165,HUILA NORTE 3D-2002,SERVICIOS INDUSTRIALES Y DE PETROLEOS S.A.S. - EN LIQUIDACION - SIPETROL S.A.S.,VALLE SUPERIOR DEL MAGDALENA,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-75.11834846,-74.93711623,3.20543192,3.3855484,0.0168188110334,0.519022978892,208764741.030029,57824.9627168562
244,RC-07,328.3049171,ATLANTICO RC7 3D-2012,PETROBRAS COLOMBIA LIMITED,SINU-SAN JACINTO,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-75.20731283,-74.99900573,10.66632034,10.8639044,0.0271274326948,1.03201315048,342170575.53125,115806.643642769
245,LEONA,26.80998786,LEONA A SUR 3D-2008,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.22772051,-71.18298688,5.59151175,5.65553929,0.00218285172969,0.203003146778,27180819.6821289,22662.2117284736
246,PALAGUA,59.61933689,VIBROSEIS VOLUMEN C 3D-2017,UNION TEMPORAL IJP,VALLE MEDIO DEL MAGDALENA,PETROSEISMIC SERVICES S A,12/28/2017 12:00:00 AM,-74.49109072,-74.41378061,6.12767123,6.24720117,0.00487089894498,0.323284089362,60713312.3613281,36124.6362736139
247,LLA-26,638.94094324,LLANOS26 3D-2009,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.52465952,-72.22882259,4.73129834,5.16205624,0.0520490958361,1.51827849496,647388446.822754,169360.367232751
248,LA_CIRA_INFANTAS,173.83467334,CIRA INFA 3D-94,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,WESTERN,1/1/1900 12:00:00 AM,-73.81896785,-73.72609045,6.84341336,7.04207277,0.0142238721891,0.580390243637,177568224.143066,64933.7630069731
249,MORICHITO,64.1552046,MORICHITO 3D-2007,DCX SAS,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-71.87978821,-71.7722572,4.56184559,4.67763127,0.0052203442552,0.332714835996,64900904.1713867,37100.6791797385
250,LAS_QUINCHAS,45.48403494,ACACIA ESTE 3D-2008,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,VALLE MEDIO DEL MAGDALENA,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-74.44873308,-74.37705926,6.28444031,6.38759884,0.00371724282383,0.282237589832,46346758.6977539,31545.6392453857
251,GONZALEZ,232.20000026,GONZALEZ 3D-2012,ECOPETROL S.A.,CATATUMBO,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-72.63743555,-72.44544866,8.19196675,8.31201124,0.0190430933814,0.622417519137,238449753.310059,69565.1102196399
